schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,latitude,longitude,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_safety_category,crime_data_source,crime_data_note
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_7c9414c0-e69b-44db-adee-4824c56f57d7,"Sonderpädagogisches Förderzentrum München Mitte 2, An der Isar",Herrnstr. 21,80539,München,,,Förderzentren,,,,,,48.136607,11.581381,"Herrnstr. 21, 80539 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,272,0,25,247,170,57,0,Unknown,166.0,48.135282,11.582422,,Isartor,187.0,48.134923,11.581267,,Unknown,236.0,48.134724,11.58284,,Kammerspiele,247.0,48.138532,11.583038,,Isartor,316.0,48.134036,11.583195,,Isartor,322.0,48.134074,11.583499,,Tal,160.0,48.135975,11.579451,,Marienplatz,282.0,48.136384,11.577601,,Marienplatz,297.0,48.136582,11.577374,,100,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_0f2762e9-d42d-4af9-b028-465ec93628aa,"Therese-von-Bayern-Schule, staatl. Berufsoberschule für Wirtschaft München",Lindwurmstr. 90,80337,München,,,Berufsoberschulen,,,,,,48.12432,11.54746,"Lindwurmstr. 90, 80337 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,156,0,19,137,84,27,0,Unknown,168.0,48.125101,11.549402,,Unknown,181.0,48.124908,11.549735,,Poccistraße,244.0,48.125488,11.550244,,,,,,,,,,,,,,,,,Poccistraße,153.0,48.124861,11.549362,,Senserstraße,172.0,48.122971,11.548588,,Poccistraße,175.0,48.125514,11.548989,,78,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_d8bcc935-8b6a-4117-80a0-7d7f4d18d575,Sonderpädagogisches Förderzentrum München Süd-Ost Neuperlach,Gerhart-Hauptmann-Ring 15,81737,München,,,Förderzentren,,,,,,48.101353,11.653798,"Gerhart-Hauptmann-Ring 15, 81737 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,39,0,4,35,12,4,22,Unknown,502.0,48.101033,11.647059,,Unknown,535.0,48.101786,11.646629,,Neuperlach Zentrum,566.0,48.101184,11.646174,,,,,,,,,,,,,,,,,Oskar-Maria-Graf-Ring,366.0,48.099005,11.657257,,Franz-Heubl-Straße,383.0,48.101567,11.65894,,Oskar-Maria-Graf-Ring,384.0,48.098796,11.657276,,60,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_73562e30-7b70-403d-9484-4a5f99688ddd,Staatliche Berufsoberschule für Technik München,Orleansstr. 44,81667,München,,,Berufsoberschulen,,,,,,48.126533,11.601963,"Orleansstr. 44, 81667 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,124,0,1,123,66,25,0,Unknown,125.0,48.127417,11.603013,F,Unknown,159.0,48.127873,11.602707,G,Unknown,174.0,48.12771,11.603518,H,Ostbahnhof,265.0,48.128713,11.603392,,Ostbahnhof,269.0,48.128742,11.603454,,Rosenheimer Platz,640.0,48.128888,11.594089,,Ostbahnhof,84.0,48.127219,11.602424,,Ostbahnhof (Bildungszentrum),101.0,48.127373,11.602497,,Orleansstraße,169.0,48.125664,11.600093,,73,F; G; H,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_f6f1998f-7725-49fe-a659-bf184fcbcf3a,"Mittelschule München, Weilerstraße 1",Weilerstr. 1,81541,München,,,Mittelschulen,,,,,,48.122928,11.587836,"Weilerstr. 1, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,58,0,3,55,41,6,0,Sankt-Martin-Straße,764.0,48.118558,11.595778,,Rosenheimer Platz,797.0,48.129184,11.593075,,Unknown,858.0,48.120559,11.576837,D,Regerplatz,159.0,48.124352,11.588025,,Carl-Amery-Platz,230.0,48.121445,11.585677,,Carl-Amery-Platz,292.0,48.120989,11.585192,,Regerplatz,151.0,48.124279,11.587974,,Regerplatz,168.0,48.124415,11.588216,,Aurbacherstraße,170.0,48.122344,11.589947,,73,D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_cb66bae7-fa14-4e9e-b30e-ccbcf2f5ca72,"Mittelschule München, Bernaysstraße 35",Bernaysstr. 35,80937,München,,,Mittelschulen,,,,,,48.206077,11.579248,"Bernaysstr. 35, 80937 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,14,0,2,12,7,2,72,Unknown,717.0,48.204821,11.569755,,Unknown,718.0,48.205124,11.56966,,Unknown,744.0,48.204797,11.569401,,,,,,,,,,,,,,,,,Dientzenhoferstraße,342.0,48.203344,11.577143,,Röblingweg,508.0,48.204323,11.572919,,Anton-Will-Straße,514.0,48.205194,11.586061,,36,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_a189cc2a-eecb-4463-825c-1aa84f7152b0,"Mittelschule München, Blumenauer Straße 11",Blumenauer Str. 11,80689,München,,,Mittelschulen,,,,,,48.127779,11.474073,"Blumenauer Str. 11, 80689 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,37,0,0,37,14,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumenau,42.0,48.128154,11.474112,,Blumenau,65.0,48.128075,11.474828,,Blumenau,83.0,48.127785,11.475191,,38,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEFOERDERZENTREN_af42ebc3-4449-424e-82a9-46c96c8ced03,"Musenbergschule, Förderzentrum, Förderschwerpunkt Hören, München",Musenbergstr. 32,81929,München,,,Förderzentren,,,,,,48.171038,11.646385,"Musenbergstr. 32, 81929 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,15,0,1,14,5,6,70,Johanneskirchen,382.0,48.167608,11.646009,,,,,,,,,,,,Fritz-Meyer-Weg,741.0,48.17255,11.636653,,Regina-Ullmann-Straße,844.0,48.169904,11.635135,,,,,,,Johanneskirchen Bahnhof,206.0,48.169348,11.647516,,Johanneskirchen Bahnhof,211.0,48.169351,11.647682,,Johanneskirchen Bahnhof West,224.0,48.169375,11.64469,,21,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_a8a2d980-67d3-4727-8791-d1cbf7f92c6e,"Mittelschule München, am Echardinger Grünstreifen, Innsbrucker Ring 75",Innsbrucker Ring 75,81671,München,,,Mittelschulen,,,,,,48.121844,11.621165,"Innsbrucker Ring 75, 81671 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,70,0,5,65,29,9,0,Unknown,138.0,48.120642,11.620707,B,Unknown,156.0,48.120473,11.621608,C,Unknown,156.0,48.120678,11.619996,A,Schlüsselbergstraße,887.0,48.129742,11.622855,,Baumkirchner Straße,982.0,48.128457,11.629937,,,,,,,Bad-Schachener-Straße,321.0,48.11982,11.624241,,Bad-Schachener-Straße,333.0,48.119957,11.624643,,Grafinger Straße,336.0,48.124628,11.619409,,59,A; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_f7415ea2-d26f-439f-a9bf-4a7b8f0807cc,"Mittelschule München, Eduard-Spranger-Straße 17",Georg-Zech-Allee 16,80995,München,,,Mittelschulen,,,,,,48.208811,11.531514,"Georg-Zech-Allee 16, 80995 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,9,0,4,5,3,1,82,Feldmoching,807.0,48.213898,11.539285,,Unknown,866.0,48.213796,11.540489,,Unknown,878.0,48.213844,11.540637,,,,,,,,,,,,,,,,,Georg-Zech-Allee,94.0,48.208821,11.532777,,Geog-Zech-Allee,100.0,48.208713,11.532855,,Bergwachtstraße,270.0,48.211174,11.53066,,31,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_b04dbb2c-e499-401f-b7a2-43eb88da9e2c,"Mittelschule München, Feldbergstraße 85",Feldbergstr. 85,81825,München,,,Mittelschulen,,,,,,48.117661,11.668102,"Feldbergstr. 85, 81825 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,44,0,6,38,18,7,12,Unknown,927.0,48.125457,11.663658,,Unknown,943.0,48.125536,11.663399,,Unknown,955.0,48.125671,11.663464,,,,,,,,,,,,,,,,,Spertentalstraße,142.0,48.117914,11.669984,,Spertentalstraße,144.0,48.117718,11.670046,,Spertentalstraße,147.0,48.117971,11.670028,,64,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_9953a7cb-5d79-4c96-8cf5-2dd70cc141d7,"Mittelschule München, Franz-Nißl-Straße 55",Franz-Nißl-Str. 55,80999,München,,,Mittelschulen,,,,,,48.193577,11.461363,"Franz-Nißl-Str. 55, 80999 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,14,0,0,14,6,2,72,Allach,636.0,48.190034,11.468105,,,,,,,,,,,,,,,,,,,,,,,,,,,Höcherstraße,51.0,48.193874,11.461889,,Georg-Reismüller-Straße,216.0,48.194355,11.464027,,Georg-Reismüller-Straße,221.0,48.194197,11.464195,,41,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_25b4363c-9a0c-404a-b543-7f93fa7533d2,"Mittelschule München, Führichstraße 53",Führichstr. 53,81671,München,,,Mittelschulen,,,,,,48.115952,11.615494,"Führichstr. 53, 81671 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,90,0,5,85,26,5,0,Unknown,477.0,48.11835,11.610173,C,Unknown,492.0,48.118103,11.609699,D,Unknown,506.0,48.12035,11.617252,F,,,,,,,,,,,,,,,,Unknown,60.0,48.116183,11.614767,,Ramersdorf,103.0,48.115564,11.614238,,Ramersdorf,138.0,48.115648,11.613695,,48,C; D; F,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_2e2eadd4-e366-4a06-9482-7aabe577cd53,"Mittelschule München, Fürstenrieder Straße 30",Fürstenrieder Str. 30,80686,München,,,Mittelschulen,,,,,,48.139112,11.502666,"Fürstenrieder Str. 30, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,164,0,12,152,75,26,0,Unknown,376.0,48.135731,11.502765,D,Unknown,404.0,48.135513,11.503376,A,Laimer Platz,409.0,48.135461,11.501976,,Fürstenrieder Straße,46.0,48.139394,11.503119,,Fürstenrieder Straße,93.0,48.13971,11.503546,2.0,Fürstenrieder Straße,106.0,48.139687,11.503798,1.0,Fürstenrieder Straße,45.0,48.139335,11.503179,4,Fürstenrieder Straße,106.0,48.140035,11.503037,3,Laimer Platz,362.0,48.135859,11.502887,,56,1; 2; 3; 4; A; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_74a711e7-38f9-4188-80f2-d5fcb5cba118,"Mittelschule München, Gotzinger Platz 1",Gotzinger Platz 1,81371,München,,,Mittelschulen,,,,,,48.117288,11.550818,"Gotzinger Platz 1, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,72,1,4,67,43,13,0,Unknown,274.0,48.119177,11.548454,D,Unknown,280.0,48.119389,11.548738,C,Unknown,284.0,48.119149,11.548207,E,,,,,,,,,,,,,,,,Gotzinger Platz,51.0,48.117674,11.550438,,Implerstraße,245.0,48.118731,11.548329,1,Implerstraße,262.0,48.119295,11.548979,,71,1; C; D; E,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_c2055711-26ac-4c86-974a-469cc561e126,"Mittelschule München, Haldenbergerstraße 27",Haldenbergerstr. 27,80997,München,,,Mittelschulen,,,,,,48.176071,11.489623,"Haldenbergerstr. 27, 80997 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,33,0,0,33,10,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldhornstraße,372.0,48.179387,11.490271,,Waldhornstraße,385.0,48.179522,11.489142,,Waldhornstraße,411.0,48.179764,11.489787,,26,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ec28fc2d-2760-4217-a0f8-6e3ef8e3357a,"Mittelschule München, Fernpaßstraße 41",Fernpaßstr. 41,81373,München,,,Mittelschulen,,,,,,48.121107,11.522278,"Fernpaßstr. 41, 81373 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,61,0,4,57,20,5,0,Unknown,494.0,48.118067,11.517425,A,Unknown,514.0,48.118112,11.517,C,Unknown,531.0,48.117672,11.517306,,,,,,,,,,,,,,,,,Hinterbärenbadstraße,294.0,48.120626,11.51839,,Hinterbärenbadstraße,308.0,48.120637,11.518195,,Westpark,472.0,48.118364,11.517418,,32,A; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ca4fb9cf-b2e7-4d40-ab03-e0abecb28c3d,"Mittelschule München, Ichostraße 2",Ichostr. 2,81541,München,,,Mittelschulen,,,,,,48.115707,11.578528,"Ichostr. 2, 81541 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,152,0,17,135,90,28,0,Unknown,65.0,48.115212,11.579,B,Unknown,84.0,48.115343,11.579524,C,Unknown,97.0,48.115326,11.57971,D,Silberhornstraße,94.0,48.115472,11.579742,4.0,Silberhornstraße,105.0,48.115579,11.579931,3.0,Tegernseer Landstraße,420.0,48.112219,11.576345,,Silberhornstraße,37.0,48.115427,11.57825,,Silberhornstraße,38.0,48.115383,11.57869,5,Silberhornstraße/Ichostraße,88.0,48.115901,11.579676,1,92,1; 3; 4; 5; B; C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_16595193-7f60-43da-814e-1490b17e8564,"Mittelschule München, Implerstraße 35",Implerstr. 35,81371,München,,,Mittelschulen,,,,,,48.120736,11.548723,"Implerstr. 35, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,115,1,14,100,71,20,0,Unknown,41.0,48.121094,11.548587,B,Unknown,56.0,48.121152,11.548307,A,Implerstraße,63.0,48.120199,11.548451,,,,,,,,,,,,,,,,,Implerstraße,157.0,48.119328,11.548807,2,Implerstraße,161.0,48.119295,11.548979,,Implerstraße,225.0,48.118731,11.548329,1,82,1; 2; A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_a7736c33-8661-4205-8b1e-c2e16609d87b,"Mittelschule München, Inzeller Weg 4",Inzeller Weg 4,81825,München,,,Mittelschulen,,,,,,48.127224,11.648761,"Inzeller Weg 4, 81825 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,59,0,3,56,28,5,0,Unknown,170.0,48.125752,11.648122,,Unknown,197.0,48.125517,11.648058,,Kreillerstraße,216.0,48.125754,11.646852,,Kreillerstraße,358.0,48.12562,11.644575,,St.-Veit-Straße,745.0,48.122065,11.642353,,Mutschellestraße,783.0,48.126672,11.638248,,Thomas-Hauser-Straße,284.0,48.129429,11.650686,,Thomas-Hauser-Straße,289.0,48.129468,11.650716,,Thomas-Hauser-Straße,295.0,48.129512,11.650778,,34,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_c4b8ef16-4e11-4d6a-bda2-5e45aef8fa33,"Mittelschule München, Wittelsbacherstraße 10",Wittelsbacherstr. 10,80469,München,,,Mittelschulen,,,,,,48.12503,11.570341,"Wittelsbacherstr. 10, 80469 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,117,0,7,110,77,15,0,Unknown,517.0,48.128206,11.575419,D,Unknown,553.0,48.128468,11.575717,,Unknown,557.0,48.128367,11.575935,C,Fraunhoferstraße,536.0,48.128394,11.575511,,Eduard-Schmid-Straße,614.0,48.12628,11.578398,,Eduard-Schmid-Straße,615.0,48.126211,11.578437,,Klenzestraße,74.0,48.125651,11.570703,,Klenzestraße,81.0,48.125247,11.571377,,Baldeplatz,293.0,48.123673,11.566961,,90,C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_6a992f2f-eb1e-4c80-9376-da5276bab040,"Mittelschule München, Knappertsbuschstraße 43",Knappertsbuschstr. 43,81927,München,,,Mittelschulen,,,,,,48.163385,11.639652,"Knappertsbuschstr. 43, 81927 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,17,0,3,14,6,2,66,Johanneskirchen,665.0,48.167608,11.646009,,Englschalking,979.0,48.156763,11.648351,,,,,,,Taimerhofstraße,758.0,48.166711,11.63073,,Prinz-Eugen-Park,780.0,48.162616,11.629201,,Regina-Ullmann-Straße,799.0,48.169904,11.635135,,Bruno-Walter-Ring,123.0,48.162332,11.640143,183; 184; 185,Bruno-Walter-Ring,125.0,48.162326,11.640207,,Knappertsbuschstraße,347.0,48.160385,11.640951,,39,183; 184; 185,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_c9ea71de-1c26-4bc1-a47a-a01a9e23f5ea,"Mittelschule München, Leipziger Straße 7",Leipziger Str. 7,80992,München,,,Mittelschulen,,,,,,48.178379,11.518652,"Leipziger Str. 7, 80992 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,77,0,8,69,40,8,0,Moosacher St.-Martins-Platz,384.0,48.181835,11.518814,,Unknown,386.0,48.181649,11.516919,D,Unknown,388.0,48.181835,11.517961,,Hugo-Troendle-Straße,306.0,48.17932,11.514767,,Wintrichring,333.0,48.176054,11.521477,,Pelkovenstraße,650.0,48.181067,11.510867,,Hugo-Troendle-Straße,292.0,48.179419,11.515042,,Hugo-Troendle-Straße,303.0,48.179176,11.514746,,Wintrichring,317.0,48.176022,11.521045,,75,D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_9069a59d-17de-4af5-ae33-590be9c91c22,"Mittelschule München, Perlacher Straße 114",Perlacher Str. 114,81539,München,,,Mittelschulen,,,,,,48.108921,11.589377,"Perlacher Str. 114, 81539 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,56,0,4,52,29,9,0,Unknown,406.0,48.112322,11.587387,C,Unknown,415.0,48.11246,11.587594,,Unknown,421.0,48.110506,11.594522,F,Giesing Bahnhof,438.0,48.110493,11.594792,,Chiemgaustraße,572.0,48.106707,11.596324,,Werinherstraße,708.0,48.114947,11.592463,,Fockensteinstraße,89.0,48.109721,11.58944,,Fockensteinstraße,100.0,48.109768,11.588932,,Giesing Bahnhof,390.0,48.110715,11.593888,,69,C; F,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_1e25e585-6e37-46b5-9c45-51563ce6ae4e,"Mittelschule München, Lehrer-Wirth-Straße 31",Lehrer-Wirth-Str. 31,81829,München,,,Mittelschulen,,,,,,48.128207,11.694105,"Lehrer-Wirth-Str. 31, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,14,0,2,12,10,1,72,Unknown,565.0,48.133057,11.691849,,Unknown,569.0,48.133057,11.691667,,Unknown,570.0,48.133056,11.691593,,,,,,,,,,,,,,,,,Lehrer-Wirth-Straße,147.0,48.129513,11.694409,,Lehrer-Wirth-Straße,153.0,48.129515,11.694762,,Helsinkistraße,371.0,48.12948,11.68948,,40,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_6ee130bf-7a96-4cd2-9891-a854bb43c7cf,"Mittelschule München, Reichenaustraße 3",Reichenaustr. 3,81243,München,,,Mittelschulen,,,,,,48.147044,11.436266,"Reichenaustr. 3, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,28,0,2,26,16,1,44,Westkreuz,593.0,48.148897,11.443763,,,,,,,,,,,,,,,,,,,,,,,,,,,Überlinger Weg,245.0,48.145038,11.434894,,Überlinger Weg,254.0,48.144942,11.434922,,Mainaustraße,311.0,48.149318,11.433829,,29,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_bc614253-fa2e-460d-824d-c996be230e91,"Mittelschule München, Peslmüllerstraße 8",Peslmüllerstr. 8,81243,München,,,Mittelschulen,,,,,,48.141752,11.445861,"Peslmüllerstr. 8, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,23,0,0,23,15,2,54,Westkreuz,810.0,48.148897,11.443763,,,,,,,,,,,,,,,,,,,,,,,,,,,Peslmüllerstraße,44.0,48.141371,11.446003,,Peslmüllerstraße,46.0,48.141345,11.445953,,Peslmüllerstraße,95.0,48.14104,11.446559,,42,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
